"Date","Price","Open","High","Low","Vol.","Change %"
"10/08/2021","1,584.20","1,560.00","1,609.40","1,541.20","2.29M","1.55%"
"10/07/2021","1,560.00","1,540.20","1,575.00","1,528.20","2.25M","1.43%"
"10/06/2021","1,538.00","1,472.00","1,549.80","1,462.60","2.43M","3.57%"
"10/05/2021","1,485.00","1,452.60","1,485.00","1,430.20","2.45M","1.55%"
"10/04/2021","1,462.40","1,505.00","1,507.80","1,439.00","2.21M","-2.82%"
"10/01/2021","1,504.80","1,515.40","1,515.60","1,491.00","1.80M","-1.00%"
"09/30/2021","1,520.00","1,549.80","1,550.00","1,510.00","1.38M","-1.50%"
"09/29/2021","1,543.20","1,535.00","1,554.60","1,528.00","1.15M","0.65%"
"09/28/2021","1,533.20","1,572.20","1,572.20","1,524.00","1.16M","-2.22%"
"09/27/2021","1,568.00","1,566.20","1,590.00","1,557.00","985.72K","0.29%"
"09/24/2021","1,563.40","1,579.60","1,599.80","1,543.80","1.51M","-1.01%"
"09/23/2021","1,579.40","1,573.00","1,580.00","1,536.00","1.93M","1.18%"
"09/22/2021","1,561.00","1,535.00","1,581.00","1,521.80","1.83M","2.58%"
"09/21/2021","1,521.80","1,524.60","1,536.40","1,496.00","2.33M","0.77%"
"09/20/2021","1,510.20","1,554.80","1,561.00","1,505.00","2.26M","-3.87%"
"09/17/2021","1,571.00","1,610.00","1,613.00","1,563.80","1.89M","-2.36%"
"09/16/2021","1,609.00","1,624.00","1,630.00","1,606.00","1.09M","-1.34%"
"09/15/2021","1,630.80","1,622.40","1,651.20","1,598.40","2.13M","0.52%"
"09/14/2021","1,622.40","1,647.60","1,647.60","1,615.20","1.44M","-1.60%"
"09/13/2021","1,648.80","1,638.20","1,655.20","1,623.60","1.08M","0.84%"
"09/10/2021","1,635.00","1,620.40","1,647.00","1,606.00","1.34M","1.21%"
"09/09/2021","1,615.40","1,654.80","1,655.80","1,612.60","1.73M","-2.53%"
"09/08/2021","1,657.40","1,668.40","1,668.40","1,654.60","807.91K","-0.28%"
"09/07/2021","1,662.00","1,668.00","1,673.60","1,650.00","720.51K","-0.06%"
"09/06/2021","1,663.00","1,645.00","1,671.20","1,640.00","951.08K","0.91%"
"09/03/2021","1,648.00","1,671.60","1,678.20","1,634.60","2.10M","-1.42%"
"09/02/2021","1,671.80","1,656.20","1,704.00","1,643.20","2.49M","0.65%"
"09/01/2021","1,661.00","1,647.60","1,668.80","1,622.60","2.96M","-3.56%"
"08/31/2021","1,722.40","1,746.00","1,749.20","1,713.20","2.45M","-0.98%"
"08/30/2021","1,739.40","1,742.00","1,754.00","1,734.40","1.24M","0.29%"
"08/27/2021","1,734.40","1,705.00","1,734.40","1,692.20","1.56M","2.10%"
"08/26/2021","1,698.80","1,709.00","1,716.40","1,695.80","1.21M","-0.61%"
"08/25/2021","1,709.20","1,688.60","1,716.40","1,683.40","1.31M","1.22%"
"08/24/2021","1,688.60","1,695.00","1,705.00","1,676.40","1.43M","-0.09%"
"08/23/2021","1,690.20","1,673.60","1,695.00","1,663.20","1.07M","1.27%"
"08/20/2021","1,669.00","1,692.40","1,698.40","1,653.80","1.08M","-0.88%"
"08/19/2021","1,683.80","1,693.80","1,699.00","1,660.40","1.69M","-1.37%"
"08/18/2021","1,707.20","1,744.20","1,751.20","1,699.00","1.37M","-2.07%"
"08/17/2021","1,743.20","1,754.00","1,759.80","1,738.60","1.16M","-1.02%"
"08/16/2021","1,761.20","1,745.00","1,774.20","1,742.80","764.14K","0.77%"
"08/13/2021","1,747.80","1,740.00","1,755.00","1,729.00","648.92K","0.21%"
"08/12/2021","1,744.20","1,767.00","1,768.40","1,737.40","876.97K","-1.31%"
"08/11/2021","1,767.40","1,777.00","1,788.20","1,761.00","764.83K","-0.43%"
"08/10/2021","1,775.00","1,748.60","1,777.60","1,734.80","1.29M","2.25%"
"08/09/2021","1,736.00","1,756.60","1,757.40","1,726.80","1.70M","-1.35%"
"08/06/2021","1,759.80","1,800.60","1,803.60","1,756.20","1.18M","-2.06%"
"08/05/2021","1,796.80","1,799.00","1,799.00","1,783.00","813.26K","0.40%"
"08/04/2021","1,789.60","1,796.00","1,806.00","1,782.20","755.50K","-0.18%"
"08/03/2021","1,792.80","1,782.60","1,795.00","1,776.40","757.92K","0.38%"
"08/02/2021","1,786.00","1,799.80","1,814.80","1,781.60","1.03M","-0.74%"
"07/30/2021","1,799.40","1,797.00","1,808.00","1,776.20","2.54M","0.22%"
"07/29/2021","1,795.40","1,799.20","1,810.40","1,775.60","1.29M","0.41%"
"07/28/2021","1,788.00","1,787.40","1,804.00","1,770.20","1.17M","0.27%"
"07/27/2021","1,783.20","1,749.80","1,789.00","1,742.80","1.94M","1.98%"
"07/26/2021","1,748.60","1,730.00","1,749.20","1,714.00","1.03M","0.40%"
"07/23/2021","1,741.60","1,738.80","1,753.00","1,727.60","985.47K","0.15%"
"07/22/2021","1,739.00","1,717.00","1,741.80","1,710.60","1.57M","1.59%"
"07/21/2021","1,711.80","1,720.00","1,729.80","1,704.20","1.50M","-0.28%"
"07/20/2021","1,716.60","1,678.20","1,724.00","1,675.80","2.82M","2.57%"
"07/19/2021","1,673.60","1,661.60","1,677.80","1,642.80","1.67M","0.60%"
"07/16/2021","1,663.60","1,704.00","1,718.20","1,642.60","2.59M","-0.99%"
"07/15/2021","1,680.20","1,656.80","1,684.20","1,646.40","1.47M","1.68%"
"07/14/2021","1,652.40","1,671.20","1,690.00","1,646.00","1.65M","-1.11%"
"07/13/2021","1,671.00","1,630.00","1,676.40","1,620.80","2.04M","2.40%"
"07/12/2021","1,631.80","1,628.00","1,640.40","1,604.00","1.33M","0.43%"
"07/09/2021","1,624.80","1,555.60","1,629.40","1,555.60","1.88M","4.09%"
"07/08/2021","1,561.00","1,591.40","1,620.80","1,552.20","1.69M","-1.82%"
"07/07/2021","1,590.00","1,534.00","1,590.00","1,531.60","1.47M","4.04%"
"07/06/2021","1,528.20","1,560.00","1,561.40","1,511.00","1.25M","-1.72%"
"07/05/2021","1,555.00","1,570.00","1,573.80","1,546.60","990.29K","-1.21%"
"07/02/2021","1,574.00","1,561.40","1,587.00","1,561.40","691.63K","0.25%"
"07/01/2021","1,570.00","1,577.00","1,593.40","1,556.20","1.01M","-0.47%"
"06/30/2021","1,577.40","1,543.60","1,579.60","1,530.00","1.59M","2.39%"
"06/29/2021","1,540.60","1,574.40","1,578.00","1,531.20","1.26M","-1.96%"
"06/28/2021","1,571.40","1,566.20","1,597.80","1,551.60","1.92M","0.33%"
"06/25/2021","1,566.20","1,575.00","1,592.60","1,535.40","3.65M","-0.97%"
"06/24/2021","1,581.60","1,600.00","1,616.20","1,484.20","5.66M","-1.19%"
"06/23/2021","1,600.60","1,603.00","1,617.20","1,591.80","895.21K","-0.15%"
"06/22/2021","1,603.00","1,618.00","1,624.80","1,586.00","1.10M","-0.62%"
"06/21/2021","1,613.00","1,617.80","1,619.80","1,578.80","2.34M","-0.43%"
"06/18/2021","1,620.00","1,632.20","1,643.20","1,603.00","2.14M","-1.01%"
"06/17/2021","1,636.60","1,660.00","1,665.60","1,627.60","1.78M","-1.49%"
"06/16/2021","1,661.40","1,690.40","1,694.20","1,660.20","1.34M","-1.98%"
"06/15/2021","1,695.00","1,715.60","1,727.80","1,690.00","1.33M","-1.52%"
"06/14/2021","1,721.20","1,735.00","1,758.00","1,708.60","1.04M","-0.73%"
"06/11/2021","1,733.80","1,692.00","1,750.80","1,685.00","2.25M","2.53%"
"06/10/2021","1,691.00","1,653.20","1,700.00","1,645.80","2.21M","2.18%"
"06/09/2021","1,655.00","1,661.40","1,661.60","1,634.00","1.26M","-0.23%"
"06/08/2021","1,658.80","1,685.00","1,704.20","1,643.00","1.89M","-1.58%"
"06/07/2021","1,685.40","1,645.00","1,689.20","1,628.60","1.30M","2.36%"
"06/04/2021","1,646.60","1,662.80","1,671.00","1,605.20","2.12M","-1.02%"
"06/03/2021","1,663.60","1,683.20","1,692.60","1,654.40","1.54M","-1.07%"
"06/02/2021","1,681.60","1,700.80","1,705.00","1,662.60","1.65M","-0.80%"
"06/01/2021","1,695.20","1,686.00","1,697.60","1,675.80","1.35M","0.55%"
"05/31/2021","1,686.00","1,680.00","1,696.80","1,652.00","2.24M","-4.11%"
"05/28/2021","1,758.20","1,750.00","1,775.00","1,739.00","2.28M","0.11%"
"05/27/2021","1,756.20","1,757.40","1,778.60","1,734.40","2.55M","0.10%"
"05/26/2021","1,754.40","1,786.20","1,796.00","1,731.40","2.06M","-1.93%"
"05/25/2021","1,789.00","1,780.20","1,800.00","1,768.60","878.80K","0.28%"
"05/24/2021","1,784.00","1,779.00","1,787.20","1,765.60","666.41K","0.03%"
"05/21/2021","1,783.40","1,822.00","1,822.00","1,770.20","1.34M","-1.63%"
"05/20/2021","1,813.00","1,762.00","1,824.60","1,762.00","1.95M","2.56%"
"05/19/2021","1,767.80","1,783.80","1,787.80","1,752.80","1.47M","-0.90%"
"05/18/2021","1,783.80","1,781.00","1,815.80","1,762.20","1.72M","0.62%"
"05/17/2021","1,772.80","1,779.80","1,791.80","1,753.00","754.54K","-0.40%"
"05/14/2021","1,780.00","1,780.00","1,789.80","1,751.20","1.16M","-0.50%"
"05/13/2021","1,789.00","1,823.00","1,827.20","1,764.20","1.77M","-1.66%"
"05/12/2021","1,819.20","1,825.20","1,847.00","1,813.80","857.12K","-0.47%"
"05/11/2021","1,827.80","1,826.20","1,845.60","1,803.60","1.17M","-0.19%"
"05/10/2021","1,831.20","1,836.00","1,864.00","1,822.00","1.30M","-0.24%"
"05/07/2021","1,835.60","1,760.00","1,837.00","1,759.40","2.39M","4.30%"
"05/06/2021","1,760.00","1,757.60","1,769.40","1,722.60","1.77M","0.45%"
"05/05/2021","1,752.20","1,759.00","1,760.00","1,700.40","1.97M","-0.32%"
"05/04/2021","1,757.80","1,777.40","1,792.40","1,730.20","1.66M","-0.91%"
"04/30/2021","1,774.00","1,810.00","1,810.00","1,757.60","1.46M","-2.08%"
"04/29/2021","1,811.60","1,801.00","1,817.20","1,787.40","803.09K","0.91%"
"04/28/2021","1,795.20","1,804.00","1,836.80","1,769.00","2.22M","-0.92%"
"04/27/2021","1,811.80","1,875.60","1,877.60","1,779.60","3.73M","-3.42%"
"04/26/2021","1,876.00","1,877.40","1,905.00","1,855.00","2.06M","-0.28%"
"04/23/2021","1,881.20","1,871.60","1,889.60","1,852.80","1.64M","0.34%"
"04/22/2021","1,874.80","1,830.00","1,911.20","1,802.40","3.60M","2.57%"
"04/21/2021","1,827.80","1,760.00","1,828.60","1,752.20","2.57M","4.51%"
"04/20/2021","1,749.00","1,745.00","1,776.00","1,731.40","1.78M","0.77%"
"04/19/2021","1,735.60","1,773.00","1,819.00","1,722.00","3.58M","-1.88%"
"04/16/2021","1,768.80","1,677.80","1,769.40","1,671.20","2.48M","6.01%"
"04/15/2021","1,668.60","1,600.00","1,671.00","1,592.60","1.41M","3.52%"
"04/14/2021","1,611.80","1,642.00","1,647.60","1,596.80","1.33M","-1.25%"
"04/13/2021","1,632.20","1,609.00","1,650.00","1,605.00","2.22M","1.52%"
"04/12/2021","1,607.80","1,534.60","1,610.00","1,530.80","1.59M","4.55%"
"04/09/2021","1,537.80","1,555.00","1,558.00","1,525.20","837.25K","-0.98%"
"04/08/2021","1,553.00","1,537.00","1,556.20","1,521.20","1.28M","2.05%"
"04/07/2021","1,521.80","1,490.00","1,533.00","1,467.20","2.24M","1.25%"
"04/06/2021","1,503.00","1,510.20","1,527.80","1,493.00","1.48M","-0.32%"
"04/05/2021","1,507.80","1,529.80","1,529.80","1,497.20","767.91K","-1.33%"
"04/02/2021","1,528.20","1,510.00","1,531.40","1,503.00","537.78K","1.26%"
"04/01/2021","1,509.20","1,540.00","1,560.00","1,492.40","2.18M","-1.66%"
"03/31/2021","1,534.60","1,481.00","1,553.20","1,477.20","2.30M","3.65%"
"03/30/2021","1,480.60","1,452.20","1,486.20","1,450.00","1.57M","2.73%"
"03/29/2021","1,441.20","1,422.00","1,451.80","1,413.20","2.36M","1.05%"
"03/26/2021","1,426.20","1,398.00","1,429.00","1,398.00","1.76M","2.12%"
"03/25/2021","1,396.60","1,402.00","1,420.60","1,375.00","1.88M","-0.07%"
"03/24/2021","1,397.60","1,388.00","1,413.60","1,362.40","1.13M","1.38%"
"03/23/2021","1,378.60","1,415.00","1,415.00","1,371.60","1.33M","-2.35%"
"03/22/2021","1,411.80","1,425.00","1,425.00","1,403.60","743.68K","-0.76%"
"03/19/2021","1,422.60","1,417.40","1,441.80","1,407.20","1.89M","0.79%"
"03/18/2021","1,411.40","1,420.60","1,440.60","1,406.20","999.90K","-0.40%"
"03/17/2021","1,417.00","1,431.00","1,440.60","1,414.40","1.06M","-1.27%"
"03/16/2021","1,435.20","1,444.40","1,445.60","1,410.00","1.28M","-0.07%"
"03/15/2021","1,436.20","1,398.80","1,450.80","1,398.00","1.69M","2.00%"
"03/12/2021","1,408.00","1,369.00","1,414.40","1,350.00","1.90M","3.45%"
"03/11/2021","1,361.00","1,344.60","1,366.80","1,339.80","1.27M","1.99%"
"03/10/2021","1,334.40","1,310.00","1,340.00","1,301.40","1.42M","1.43%"
"03/09/2021","1,315.60","1,345.00","1,350.60","1,286.60","2.11M","-1.75%"
"03/05/2021","1,339.00","1,340.60","1,341.20","1,321.60","1.11M","0.45%"
"03/04/2021","1,333.00","1,377.40","1,380.20","1,327.20","1.37M","-3.08%"
"03/03/2021","1,375.40","1,358.00","1,381.00","1,358.00","1.51M","1.13%"
"03/02/2021","1,360.00","1,364.60","1,380.00","1,351.20","1.11M","-0.50%"
"03/01/2021","1,366.80","1,350.00","1,374.40","1,328.60","1.24M","1.73%"
"02/26/2021","1,343.60","1,330.00","1,368.20","1,325.80","2.51M","0.19%"
"02/25/2021","1,341.00","1,306.00","1,363.40","1,305.80","2.35M","2.81%"
"02/24/2021","1,304.40","1,324.40","1,330.00","1,292.40","1.29M","-2.26%"
"02/22/2021","1,334.60","1,320.00","1,345.60","1,303.80","1.56M","1.74%"
"02/20/2021","1,311.80","1,312.00","1,320.00","1,299.00","234.89K","0.26%"
"02/19/2021","1,308.40","1,280.60","1,319.40","1,271.00","984.72K","2.15%"
"02/18/2021","1,280.80","1,291.00","1,294.60","1,275.00","961.94K","-0.94%"
"02/17/2021","1,293.00","1,301.00","1,305.00","1,286.00","945.93K","-0.61%"
"02/16/2021","1,301.00","1,289.80","1,303.00","1,280.40","940.53K","1.03%"
"02/15/2021","1,287.80","1,290.00","1,299.20","1,277.00","880.35K","0.05%"
"02/12/2021","1,287.20","1,275.60","1,289.80","1,247.60","982.82K","0.78%"
"02/11/2021","1,277.20","1,281.00","1,284.80","1,273.40","527.06K","-0.45%"
"02/10/2021","1,283.00","1,285.00","1,295.60","1,275.00","823.48K","-0.36%"
"02/09/2021","1,287.60","1,302.80","1,304.00","1,281.60","785.97K","-0.68%"
"02/08/2021","1,296.40","1,288.00","1,306.40","1,285.00","1.30M","0.73%"
"02/05/2021","1,287.00","1,306.80","1,308.00","1,277.00","1.16M","-0.97%"
"02/04/2021","1,299.60","1,287.40","1,313.00","1,283.60","1.79M","1.21%"
"02/03/2021","1,284.00","1,293.20","1,298.60","1,272.80","822.35K","-0.23%"
"02/02/2021","1,287.00","1,287.80","1,299.40","1,280.20","1.07M","0.67%"
"02/01/2021","1,278.40","1,271.60","1,285.00","1,263.80","1.25M","1.24%"
"01/29/2021","1,262.80","1,275.00","1,281.80","1,252.60","1.90M","-1.31%"
"01/28/2021","1,279.60","1,275.00","1,288.80","1,263.20","1.43M","-0.08%"
"01/27/2021","1,280.60","1,326.00","1,333.40","1,273.20","2.02M","-2.70%"
"01/26/2021","1,316.20","1,309.20","1,327.20","1,295.00","929.47K","0.24%"
"01/25/2021","1,313.00","1,328.00","1,337.00","1,290.80","1.66M","-0.56%"
"01/22/2021","1,320.40","1,336.00","1,341.80","1,304.00","1.55M","-1.79%"
"01/21/2021","1,344.40","1,345.00","1,354.00","1,323.60","1.32M","0.33%"
"01/20/2021","1,340.00","1,340.60","1,352.60","1,333.00","1.05M","-0.03%"
"01/19/2021","1,340.40","1,363.00","1,365.20","1,335.20","1.00M","-0.55%"
"01/18/2021","1,347.80","1,352.00","1,361.40","1,313.00","1.70M","0.22%"
"01/15/2021","1,344.80","1,366.00","1,394.40","1,340.40","1.74M","-1.67%"
"01/14/2021","1,367.60","1,306.00","1,382.80","1,286.60","2.84M","3.95%"
"01/13/2021","1,315.60","1,332.00","1,343.80","1,303.00","1.47M","-1.29%"
"01/12/2021","1,332.80","1,346.00","1,361.60","1,318.00","1.34M","-1.36%"
"01/11/2021","1,351.20","1,372.00","1,384.60","1,324.40","1.42M","-1.31%"
"01/08/2021","1,369.20","1,333.00","1,384.80","1,332.80","1.69M","3.23%"
"01/06/2021","1,326.40","1,334.00","1,340.60","1,317.80","840.83K","-0.58%"
"01/05/2021","1,334.20","1,338.00","1,344.60","1,298.60","2.04M","-0.67%"
"01/04/2021","1,343.20","1,324.00","1,364.00","1,324.00","999.39K","1.51%"
"12/30/2020","1,323.20","1,335.20","1,349.40","1,312.20","1.39M","-1.09%"
"12/29/2020","1,337.80","1,375.20","1,392.60","1,310.20","2.33M","-2.66%"
"12/28/2020","1,374.40","1,356.20","1,378.20","1,345.60","1.33M","0.81%"
"12/25/2020","1,363.40","1,329.20","1,378.60","1,324.60","1.33M","3.19%"
"12/24/2020","1,321.20","1,295.60","1,327.40","1,289.40","891.47K","1.79%"
"12/23/2020","1,298.00","1,292.00","1,302.40","1,280.00","857.77K","0.92%"
"12/22/2020","1,286.20","1,247.80","1,295.60","1,244.00","1.30M","2.73%"
"12/21/2020","1,252.00","1,254.00","1,278.00","1,218.60","1.90M","-0.92%"
"12/18/2020","1,263.60","1,244.00","1,278.40","1,217.40","1.86M","1.01%"
"12/17/2020","1,251.00","1,279.80","1,279.80","1,241.80","1.57M","-1.42%"
"12/16/2020","1,269.00","1,264.20","1,283.00","1,244.20","1.42M","0.16%"
"12/15/2020","1,267.00","1,269.00","1,289.60","1,251.40","1.46M","-0.13%"
"12/14/2020","1,268.60","1,235.00","1,294.00","1,203.40","4.11M","3.59%"
"12/11/2020","1,224.60","1,201.60","1,239.20","1,200.20","1.69M","1.71%"
"12/10/2020","1,204.00","1,172.20","1,209.00","1,172.20","1.56M","2.89%"
"12/09/2020","1,170.20","1,167.80","1,185.80","1,165.00","1.32M","0.38%"
"12/08/2020","1,165.80","1,162.00","1,210.00","1,147.80","3.03M","0.24%"
"12/07/2020","1,163.00","1,150.20","1,184.00","1,148.80","3.21M","-2.17%"
"12/04/2020","1,188.80","1,156.80","1,190.40","1,151.80","2.29M","3.68%"
"12/03/2020","1,146.60","1,164.80","1,164.80","1,135.20","1.49M","-1.10%"
"12/02/2020","1,159.40","1,145.00","1,170.20","1,142.00","1.69M","1.35%"
"12/01/2020","1,144.00","1,136.20","1,146.80","1,128.80","974.90K","1.08%"
"11/30/2020","1,131.80","1,145.00","1,149.00","1,119.60","2.25M","-1.34%"
"11/27/2020","1,147.20","1,149.00","1,154.80","1,132.80","1.05M","0.00%"
"11/26/2020","1,147.20","1,125.00","1,149.20","1,123.60","1.19M","1.70%"
"11/25/2020","1,128.00","1,140.00","1,143.00","1,121.00","1.33M","-0.97%"
"11/24/2020","1,139.00","1,117.40","1,144.80","1,115.40","1.24M","2.15%"
"11/23/2020","1,115.00","1,107.20","1,122.80","1,107.20","840.55K","0.70%"
"11/20/2020","1,107.20","1,096.40","1,108.00","1,096.20","417.25K","0.16%"
"11/19/2020","1,105.40","1,114.00","1,121.40","1,095.40","802.33K","-1.11%"
"11/18/2020","1,117.80","1,118.00","1,124.00","1,107.40","888.52K","0.14%"
"11/17/2020","1,116.20","1,132.60","1,134.00","1,106.00","1.22M","-1.40%"
"11/16/2020","1,132.00","1,114.80","1,134.80","1,111.40","1.31M","2.07%"
"11/13/2020","1,109.00","1,091.60","1,110.00","1,085.00","971.94K","1.61%"
"11/12/2020","1,091.40","1,095.60","1,104.80","1,082.60","1.21M","-0.46%"
"11/11/2020","1,096.40","1,095.00","1,102.60","1,087.60","1.03M","0.29%"
"11/10/2020","1,093.20","1,097.60","1,099.00","1,081.60","1.25M","-0.44%"
"11/09/2020","1,098.00","1,100.00","1,106.80","1,083.00","1.59M","0.66%"
"11/06/2020","1,090.80","1,074.00","1,095.60","1,065.40","1.30M","0.91%"
"11/05/2020","1,081.00","1,119.40","1,124.80","1,066.80","2.48M","-2.37%"
"11/03/2020","1,107.20","1,100.00","1,113.80","1,087.40","930.61K","1.30%"
"11/02/2020","1,093.00","1,085.00","1,099.80","1,067.00","925.50K","0.74%"
"10/30/2020","1,085.00","1,051.20","1,092.20","1,038.00","1.49M","2.75%"
"10/29/2020","1,056.00","1,042.00","1,060.80","1,039.00","896.97K","1.52%"
"10/28/2020","1,040.20","1,058.20","1,061.00","1,035.00","1.45M","-2.13%"
"10/27/2020","1,062.80","1,064.00","1,081.00","1,059.60","1.35M","-0.02%"
"10/26/2020","1,063.00","1,064.00","1,071.60","1,042.00","767.48K","-0.37%"
"10/23/2020","1,067.00","1,061.40","1,070.00","1,052.20","1.06M","0.49%"
"10/22/2020","1,061.80","1,015.40","1,062.60","1,014.80","2.21M","5.21%"
"10/21/2020","1,009.20","1,007.80","1,017.60","1,002.00","659.38K","0.34%"
"10/20/2020","1,005.80","988.60","1,008.80","988.00","655.97K","1.80%"
"10/19/2020","988.00","999.80","1,000.80","982.00","459.36K","-0.72%"
"10/16/2020","995.20","1,001.80","1,006.80","992.60","609.25K","-0.66%"
"10/15/2020","1,001.80","1,006.80","1,006.80","997.00","551.67K","-0.32%"
"10/14/2020","1,005.00","984.40","1,007.60","984.40","677.64K","1.21%"
"10/13/2020","993.00","1,008.40","1,016.20","989.20","732.30K","-1.68%"
"10/12/2020","1,010.00","1,004.60","1,012.00","998.20","573.28K","1.04%"
"10/09/2020","999.60","1,004.20","1,007.00","995.40","458.06K","-0.06%"
"10/08/2020","1,000.20","993.00","1,007.80","993.00","705.28K","0.54%"
"10/07/2020","994.80","996.00","1,003.60","990.20","784.59K","-0.40%"
"10/06/2020","998.80","1,008.60","1,008.60","992.40","743.74K","-0.66%"
"10/05/2020","1,005.40","1,004.40","1,012.00","997.60","867.39K","0.38%"
"10/02/2020","1,001.60","994.00","1,005.60","988.00","516.44K","0.50%"
"10/01/2020","996.60","998.00","1,003.40","986.80","581.41K","0.46%"
"09/30/2020","992.00","1,010.00","1,010.60","988.40","852.71K","-1.59%"
"09/29/2020","1,008.00","984.00","1,013.80","981.20","1.69M","2.54%"
"09/28/2020","983.00","985.80","995.20","975.60","883.20K","-0.16%"
"09/25/2020","984.60","973.40","987.00","967.80","701.35K","0.98%"
"09/24/2020","975.00","974.80","979.00","962.20","800.94K","0.72%"
"09/23/2020","968.00","976.80","983.60","967.20","1.26M","-0.84%"
"09/22/2020","976.20","967.40","981.60","966.60","879.99K","0.41%"
"09/21/2020","972.20","979.00","979.00","960.00","950.03K","-0.39%"
"09/18/2020","976.00","992.00","992.00","973.40","1.06M","-1.39%"
"09/17/2020","989.80","983.80","994.60","980.80","784.89K","0.26%"
"09/16/2020","987.20","996.80","998.20","977.00","1.29M","-0.98%"
"09/15/2020","997.00","990.00","998.00","986.00","1.32M","0.97%"
"09/14/2020","987.40","974.20","990.40","971.00","1.16M","2.00%"
"09/11/2020","968.00","970.80","973.00","964.20","1.03M","0.21%"
"09/10/2020","966.00","947.80","975.20","939.80","2.04M","2.37%"
"09/09/2020","943.60","928.00","947.40","927.00","1.61M","1.62%"
"09/08/2020","928.60","930.00","936.80","926.00","1.36M","-0.11%"
"09/07/2020","929.60","931.00","933.00","925.60","924.28K","-1.88%"
"09/04/2020","947.40","942.40","949.20","932.40","1.25M","0.40%"
"09/03/2020","943.60","951.00","957.00","942.00","1.13M","-0.78%"
"09/02/2020","951.00","948.40","959.40","941.00","1.35M","0.49%"
"09/01/2020","946.40","934.60","947.60","919.60","1.33M","1.65%"
"08/31/2020","931.00","945.00","952.20","929.20","1.37M","-1.34%"
"08/28/2020","943.60","954.40","954.40","941.00","550.44K","-0.90%"
"08/27/2020","952.20","963.00","964.80","948.60","789.47K","-1.06%"
"08/26/2020","962.40","963.00","965.00","956.20","638.08K","-0.04%"
"08/25/2020","962.80","966.40","968.80","955.80","722.66K","0.02%"
"08/24/2020","962.60","964.40","969.00","961.20","524.03K","0.25%"
"08/21/2020","960.20","959.00","963.80","946.60","764.91K","0.25%"
"08/20/2020","957.80","965.40","968.40","951.80","827.75K","-0.85%"
"08/19/2020","966.00","963.00","974.00","956.60","745.40K","0.54%"
"08/18/2020","960.80","965.00","971.00","959.40","936.33K","-0.78%"
"08/17/2020","968.40","969.80","974.00","957.20","795.84K","0.29%"
"08/14/2020","965.60","972.80","974.00","956.20","795.99K","-0.45%"
"08/13/2020","970.00","973.80","976.60","962.80","1.11M","-0.37%"
"08/12/2020","973.60","941.80","978.00","941.80","1.70M","3.09%"
"08/11/2020","944.40","934.00","952.00","933.20","1.73M","1.20%"
"08/10/2020","933.20","925.80","934.00","925.20","629.90K","0.91%"
"08/07/2020","924.80","938.20","940.00","912.40","1.19M","-1.60%"
"08/06/2020","939.80","941.00","946.00","933.60","706.72K","-0.09%"
"08/05/2020","940.60","935.00","942.00","929.40","1.15M","0.64%"
"08/04/2020","934.60","920.00","935.00","918.00","1.19M","1.94%"
"08/03/2020","916.80","912.60","920.00","910.00","672.61K","0.46%"
"07/31/2020","912.60","912.00","920.00","904.00","990.90K","0.46%"
"07/30/2020","908.40","925.40","925.60","896.00","1.28M","-1.84%"
"07/29/2020","925.40","920.00","928.60","915.60","871.55K","0.67%"
"07/28/2020","919.20","912.60","925.20","911.60","1.17M","1.06%"
"07/27/2020","909.60","894.80","912.60","893.80","897.87K","1.72%"
"07/24/2020","894.20","889.80","897.00","885.20","612.62K","0.52%"
"07/23/2020","889.60","899.60","901.60","889.00","902.84K","-0.78%"
"07/22/2020","896.60","895.00","899.60","886.60","886.69K","0.27%"
"07/21/2020","894.20","890.60","902.40","890.40","1.08M","0.74%"
"07/20/2020","887.60","878.40","887.60","874.00","750.44K","1.07%"
"07/17/2020","878.20","880.00","884.00","875.40","427.08K","-0.18%"
"07/16/2020","879.80","877.80","884.60","874.00","646.19K","-0.45%"
"07/15/2020","883.80","880.00","891.00","875.40","839.69K","0.89%"
"07/14/2020","876.00","875.00","879.20","862.40","896.83K","0.37%"
"07/13/2020","872.80","882.80","889.00","870.60","572.65K","-0.84%"
"07/10/2020","880.20","866.80","882.40","866.80","621.31K","0.46%"
"07/09/2020","876.20","894.00","896.80","867.80","1.01M","-1.99%"
"07/08/2020","894.00","890.00","897.40","886.00","501.24K","0.20%"
"07/07/2020","892.20","902.40","903.60","881.40","869.80K","-0.98%"
"07/06/2020","901.00","892.00","906.00","890.20","1.60M","1.90%"
"07/03/2020","884.20","868.20","887.80","866.00","896.41K","1.75%"
"07/02/2020","869.00","867.20","874.80","863.60","655.64K","0.58%"
"06/30/2020","864.00","855.40","870.80","852.60","1.29M","1.08%"
"06/29/2020","854.80","850.00","855.00","841.00","872.22K","0.38%"
"06/26/2020","851.60","863.40","864.80","847.20","1.32M","-1.14%"
"06/25/2020","861.40","865.20","867.40","856.40","1.23M","-1.22%"
"06/23/2020","872.00","870.40","878.00","868.00","753.46K","0.16%"
"06/22/2020","870.60","873.20","874.00","862.20","1.16M","-0.18%"
"06/19/2020","872.20","879.80","882.60","871.60","1.81M","-0.25%"
"06/18/2020","874.40","883.80","884.80","869.20","1.39M","-1.04%"
"06/17/2020","883.60","884.20","889.20","876.60","1.30M","0.41%"
"06/16/2020","880.00","884.40","897.00","880.00","1.50M","0.09%"
